id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,roi.times,roi.currency,roi.percentage
ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1628239446,0.00011618,2200098789,73,2439096616.0,49451272,0.00012067,0.00011431,-7.76121e-07,-0.66361,-14226875.83501625,-0.64249,18942289646789.4,21000000000000.0,21000000000000.0,0.00038001,-69.54757,2021-09-04T17:09:31.137Z,1.847e-05,526.55027,2021-07-20T20:49:46.212Z,,2022-01-04T08:37:36.590Z,0.285643972394272,-0.663611226385517,,,
maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,2428.53,2187765166,74,2440851672.0,79613995,2577.47,2364.82,-58.758607919267,-2.36236,-51153919.954126835,-2.28476,901310.9472893132,986325.878858379,1005577.0,6292.31,-61.33578,2021-05-03T21:54:29.333Z,168.36,1345.06395,2020-03-16T20:52:36.527Z,,2022-01-04T08:38:09.417Z,0.5683956796933045,-2.3623568120621554,,,
convex-finance,cvx,Convex Finance,https://assets.coingecko.com/coins/images/15585/large/convex.png?1621256328,48.62,2163676551,75,4845881309.0,46853787,48.65,46.0,1.2,2.52456,49869610.0,2.35923,44649804.9179937,80473249.6907099,100000000.0,60.09,-20.04019,2022-01-01T18:04:03.030Z,1.9,2424.91137,2021-07-20T13:17:29.183Z,,2022-01-04T08:37:33.548Z,1.5690595926887076,2.5245592949124473,,,
celo,celo,Celo,https://assets.coingecko.com/coins/images/11090/large/icon-celo-CELO-color-500.png?1592293590,5.35,2066077406,76,5337167278.0,71781140,5.36,4.83,0.39704,8.01605,148689218.0,7.75478,387111233.0,1000000000.0,1000000000.0,9.82,-45.75948,2021-08-30T14:25:09.929Z,0.800156,565.76113,2020-05-22T04:15:27.736Z,,2022-01-04T08:37:33.331Z,1.7710491377744302,8.016047524724089,,,
osmosis,osmo,Osmosis,https://assets.coingecko.com/coins/images/16724/large/osmo.png?1632763885,7.79,2045923048,77,7786922277.0,91911952,7.79,6.97,0.81094,11.62449,218758809.0,11.97259,262738342.0,325000000.0,1000000000.0,7.78,-0.50913,2022-01-03T22:47:40.126Z,1.24,526.50336,2021-07-20T10:21:24.662Z,,2022-01-04T08:38:40.034Z,0.8974967949376815,11.624491205109852,,,
basic-attention-token,bat,Basic Attention Token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,1.34,2001854076,78,2009887033.0,265618870,1.34,1.26,0.04671335,3.61394,70421438.0,3.64607,1494004919.4473505,1500000000.0,1500000000.0,1.9,-29.54885,2021-11-28T00:23:51.354Z,0.072394,1749.55557,2017-07-16T00:00:00.000Z,,2022-01-04T08:38:49.964Z,1.189391627343642,3.613938733045848,1.2695634080670548,eth,126.95634080670547
kadena,kda,Kadena,https://assets.coingecko.com/coins/images/3693/large/djLWD6mR_400x400.jpg?1591080616,11.91,1975594657,79,11874608184.0,54569290,12.5,11.01,0.112601,0.95482,11539015.0,0.58751,166371355.2733,1000000000.0,1000000000.0,27.64,-57.41406,2021-11-11T13:22:45.731Z,0.065811,17782.7993,2020-03-13T02:00:28.582Z,,2022-01-04T08:39:49.152Z,2.4338171361430554,0.954818250871042,10.90550658634778,usd,1090.550658634778
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/frax_logo.png?1608476506,1.02,1963694892,80,1963694892.0,41854072,1.02,0.988066,0.01441796,1.43421,67243837.0,3.54577,1925574681.90788,1925574681.90788,1925574681.90788,1.14,-10.50981,2021-02-07T12:55:35.766Z,0.891635,14.46294,2021-12-04T05:33:57.315Z,,2022-01-04T08:39:12.424Z,1.239771519291873,1.434209334431843,,,
theta-fuel,tfuel,Theta Fuel,https://assets.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1553483622,0.197221,1886178774,81,,18365220,0.206014,0.19278,-0.007811557731,-3.80991,49552231.0,2.698,0.0,5301200000.0,,0.68159,-71.06851,2021-06-09T06:50:55.818Z,0.00090804,21616.48399,2020-03-13T02:30:37.972Z,,2022-01-04T08:38:42.386Z,0.44344391570355574,-3.8099071026793747,,,
neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,26.61,1877962236,82,,97478486,27.25,25.98,-0.272184368598,-1.01262,-19798969.280263424,-1.04328,70530000.0,100000000.0,,198.38,-86.57534,2018-01-15T00:00:00.000Z,0.078349,33891.35512,2016-10-21T00:00:00.000Z,,2022-01-04T08:39:38.959Z,0.46236406010836456,-1.0126174164026125,738.0862583555739,usd,73808.6258355574
huobi-btc,hbtc,Huobi BTC,https://assets.coingecko.com/coins/images/12407/large/Unknown-5.png?1599624896,46625.0,1860134304,83,1860134304.0,43085,47500.0,45849.0,-624.98001871608,-1.32272,-24372689.259078026,-1.29332,39884.082204742,39884.082204742,39884.082204742,69325.0,-32.64804,2021-05-10T02:33:06.038Z,11209.02,316.55549,2020-10-12T03:56:16.768Z,,2022-01-04T08:36:17.775Z,0.18568832606691188,-1.3227201876971113,,,
zcash,zec,Zcash,https://assets.coingecko.com/coins/images/486/large/circle-zcash-color.png?1547034197,153.34,1835130888,84,3218450600.0,136344311,153.76,146.96,2.01,1.33017,22953854.0,1.26665,11974006.5725468,21000000.0,21000000.0,3191.93,-95.1883,2016-10-29T00:00:00.000Z,19.75,677.50757,2020-03-13T02:20:55.002Z,,2022-01-04T08:39:39.584Z,0.7030858907170819,1.3301720484898643,,,
spell-token,spell,Spell Token,https://assets.coingecko.com/coins/images/15861/large/abracadabra-3.png?1622544862,0.02208692,1756278845,85,4640579129.0,120221899,0.02513874,0.02133115,-0.001310811449,-5.6023,-99881077.80458045,-5.38106,79476838359.1439,196008739620.0,210000000000.0,0.03506357,-36.88012,2021-11-02T08:44:42.429Z,0.00029812,7323.77511,2021-08-05T13:00:27.077Z,,2022-01-04T08:39:35.403Z,-0.3431634552790907,-5.60230049614542,,,
celsius-degree-token,cel,Celsius Network,https://assets.coingecko.com/coins/images/3263/large/CEL_logo.png?1609598753,4.07,1727815851,86,,1626135,4.24,4.02,-0.142750770973,-3.38704,-61700474.370370865,-3.44789,423415980.3475,694839906.6871,,8.05,-49.23743,2021-06-04T00:04:12.584Z,0.02620268,15489.49329,2018-12-07T00:00:00.000Z,,2022-01-04T08:38:26.937Z,-0.4784066114998955,-3.3870411993715073,12.57288317735275,usd,1257.288317735275
kucoin-shares,kcs,KuCoin Token,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,22.2,1707074268,87,,12560070,22.8,22.07,-0.400458487461,-1.77176,-29131827.432834387,-1.6779,76729977.0,166729977.0,,28.83,-22.63658,2021-12-01T15:09:35.541Z,0.342863,6405.15915,2019-02-07T00:00:00.000Z,,2022-01-04T08:39:04.899Z,-0.7888585456757257,-1.7717613884661074,,,
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/Chiliz.png?1561970540,0.303099,1620937753,88,2696137999.0,114519843,0.312617,0.294016,-0.006863976343,-2.21445,-39382675.03066373,-2.37199,5344064580.0,8888888888.0,8888888888.0,0.878633,-65.38349,2021-03-13T08:04:21.200Z,0.00410887,7302.32282,2019-09-28T00:00:00.000Z,,2022-01-04T08:38:43.627Z,0.3136236227058466,-2.214448685310625,12.777238127367136,usd,1277.7238127367136
sushi,sushi,Sushi,https://assets.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1606986688,8.44,1616052997,89,2095621187.0,560344948,9.43,8.12,-0.671485710375,-7.37325,-142218045.24189448,-8.08852,192789255.8554817,239151672.395509,250000000.0,23.38,-64.4442,2021-03-13T23:44:36.774Z,0.475381,1648.42545,2020-11-04T14:53:53.560Z,,2022-01-04T08:38:26.329Z,2.3842758275547284,-7.3732482671973205,,,
waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,15.49,1546180599,90,,84917800,15.71,15.2,0.22059,1.44475,17075123.0,1.11667,100000000.0,100000000.0,,43.01,-64.02746,2021-05-04T06:49:41.528Z,0.130878,11722.58578,2016-08-02T00:00:00.000Z,,2022-01-04T08:38:14.130Z,0.4342128485813583,1.444748299661886,81.38834809534228,usd,8138.834809534229
oasis-network,rose,Oasis Network,https://assets.coingecko.com/coins/images/13162/large/rose.png?1605772906,0.431382,1504954661,91,4312191005.0,229205148,0.442127,0.392339,0.02796316,6.93155,93187345.0,6.60076,3490000000.0,10000000000.0,10000000000.0,0.452847,-4.57128,2022-01-01T08:32:41.321Z,0.03200566,1250.21893,2020-11-26T17:09:12.182Z,,2022-01-04T08:39:54.991Z,-0.24382895116108688,6.9315526118238395,,,
ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,0.00623492,1498810990,92,,4157725,0.00628992,0.00607043,8.16e-06,0.13099,-2895580.2756278515,-0.19282,240092131274.124,750000000000.0,,0.01343572,-53.51672,2021-03-19T17:20:53.999Z,3.37e-06,185170.00152,2019-11-04T10:52:42.729Z,,2022-01-04T08:39:15.908Z,-0.16380226356489744,0.13098584794961338,12.37456860068266,btc,1237.456860068266
huobi-token,ht,Huobi Token,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,9.41,1484338543,93,4705503131.0,104203667,9.46,9.3,-0.01036592286,-0.11004,-3637786.5816864967,-0.24448,157723680.25441208,500000000.0,500000000.0,39.66,-76.25652,2021-05-12T14:42:21.586Z,0.90862,936.39023,2019-01-30T00:00:00.000Z,,2022-01-04T08:39:04.263Z,-0.15871749805620958,-0.11003860999565637,8.504943235302145,usd,850.4943235302145
nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,2.6,1453944124,94,2596328747.0,7699806,2.7,2.51,-0.085401893135,-3.18547,-48475943.28283739,-3.22652,560000010.0064,1000000000.0,1000000000.0,4.07,-36.04673,2021-05-12T14:37:47.535Z,0.04515276,5661.77381,2018-09-13T00:00:00.000Z,,2022-01-04T08:38:22.148Z,0.32157518682817327,-3.185465509885371,24.95584382481726,usd,2495.584382481726
dash,dash,Dash,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1548385930,137.35,1443312822,95,,167851732,142.32,135.25,-2.68199372812,-1.91527,-31432226.87664485,-2.13137,10513144.1848914,18920000.0,,1493.59,-90.78466,2017-12-20T00:00:00.000Z,0.213899,64247.84423,2014-02-14T00:00:00.000Z,,2022-01-04T08:39:07.274Z,0.07880477607814788,-1.9152714988914366,,,
compound-governance-token,comp,Compound,https://assets.coingecko.com/coins/images/10775/large/COMP.png?1592625425,228.69,1440055910,96,2281800951.0,190217112,228.45,209.3,12.36,5.71384,74930815.0,5.48893,6311049.654403952,10000000.0,10000000.0,910.54,-74.97902,2021-05-12T02:29:08.794Z,61.32,271.52566,2020-06-18T12:54:32.788Z,,2022-01-04T08:37:25.794Z,1.9277448283141145,5.713843577586043,,,
havven,snx,Synthetix Network Token,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139,7.06,1394021688,97,1707149839.0,330282688,7.24,6.32,0.7219,11.38771,150044690.0,12.06169,196297259.6558592,240389972.502696,240389972.502696,28.53,-74.97962,2021-02-14T01:12:38.505Z,0.0347864,20422.06529,2019-01-06T00:00:00.000Z,,2022-01-04T08:38:57.520Z,-0.07133065042090396,11.387713117669197,13.122384058089459,usd,1312.2384058089458
yearn-finance,yfi,yearn.finance,https://assets.coingecko.com/coins/images/11849/large/yfi-192x192.png?1598325330,38921.0,1385699985,98,1423489465.0,515170741,41386.0,37813.0,-1517.966953612311,-3.75368,-59665132.99780512,-4.12803,35692.624968711796,36666.0,36666.0,90787.0,-57.13477,2021-05-12T00:29:37.713Z,31.65,122876.26347,2020-07-18T12:26:27.150Z,,2022-01-04T08:39:35.785Z,-0.5068846915185606,-3.7536842832834023,,,
holotoken,hot,Holo,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,0.00729122,1296630902,99,,87587733,0.00750719,0.00718981,-9.5308324e-05,-1.2903,-16969889.70100403,-1.29186,177619433541.141,177619433541.141,,0.03126682,-76.61505,2021-04-05T16:04:52.608Z,0.0002202,3220.51245,2020-03-13T02:23:01.612Z,,2022-01-04T08:39:56.094Z,0.13141661751148573,-1.2902997467827864,7.514137678272981,eth,751.4137678272981
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,1.0,1287808738,100,,100496754,1.01,0.99135,-0.000489373634,-0.04885,-9595444.678460836,-0.73959,1286092045.23983,1286092045.23983,,1.62,-38.03749,2018-08-26T20:41:09.375Z,0.88355,13.50475,2020-03-12T10:47:51.380Z,,2022-01-04T08:38:49.093Z,-0.15630956909041455,-0.04885348269348447,,,
