id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,roi.times,roi.currency,roi.percentage
bitcoin-cash,bch,Bitcoin Cash,https://assets.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1594689492,393.02,7412762753,27,8211082883.0,1521958309,391.81,373.51,7.16,1.8552,82339227.0,1.12325,18958281.1466523,21000000.0,21000000.0,3785.82,-89.64955,2017-12-20T00:00:00.000Z,76.93,409.32674,2018-12-16T00:00:00.000Z,,2022-01-18T01:21:57.272Z,2.3555657247098356,1.8552046797946162,,,
tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,0.070215,7150294700,28,,1019429627,0.072217,0.068882,-0.000203245684,-0.28863,-15639236.024440765,-0.21824,101826314624.918,101900409184.273,,0.231673,-69.66941,2018-01-05T00:00:00.000Z,0.00180434,3794.36818,2017-11-12T00:00:00.000Z,,2022-01-18T01:22:26.425Z,-1.6077485078724287,-0.2886269296216523,35.95520177236411,usd,3595.520177236411
okb,okb,OKB,https://assets.coingecko.com/coins/images/4463/large/okb_token.png?1548386209,26.62,6993080687,29,,206280835,28.23,25.93,-1.217422444955,-4.37261,-238990530.5864191,-3.30459,262680011.32,300000000.0,,44.01,-39.49649,2021-05-03T01:03:16.108Z,0.580608,4485.66751,2019-01-14T00:00:00.000Z,,2022-01-18T01:22:36.132Z,0.4220528834141552,-4.372611085404842,,,
stellar,xlm,Stellar,https://assets.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1552356157,0.25887,6417393263,30,12943082499.0,308690976,0.259243,0.25141,0.00101296,0.39284,19355130.0,0.30252,24791716294.9985,50001802310.8353,50001802310.8353,0.875563,-70.42177,2018-01-03T00:00:00.000Z,0.00047612,54292.62805,2015-03-05T00:00:00.000Z,,2022-01-18T01:22:51.542Z,0.06307962255811303,0.39283886920833494,,,
ftx-token,ftt,FTX Token,https://assets.coingecko.com/coins/images/9026/large/F.png?1609051564,44.79,6206128392,31,14978574161.0,215808244,46.37,43.98,-1.250870712982,-2.71684,-177051936.45422745,-2.77373,138569137.91874424,334438473.985972,334438473.985972,84.18,-46.79672,2021-09-09T16:59:43.151Z,1.15,3795.5492,2019-09-06T00:00:00.000Z,,2022-01-18T01:22:03.415Z,0.25421569740500627,-2.7168445861296293,,,
internet-computer,icp,Internet Computer,https://assets.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1620703073,30.45,6048396489,32,14295150610.0,251630725,31.04,28.83,-0.479666570873,-1.55073,-88640944.46070004,-1.44436,198528202.57,469213710.0,469213710.0,700.65,-95.65372,2021-05-10T16:05:53.653Z,21.04,44.72177,2021-12-20T12:59:41.703Z,,2022-01-18T01:22:30.702Z,0.7885259476813532,-1.5507282494061774,,,
staked-ether,steth,Lido Staked Ether,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,3232.88,5480025307,33,5480025307.0,18508262,3328.64,3148.22,-89.540513393579,-2.69504,-160895764.04391384,-2.8523,1696922.4364758,1696922.4364758,1696922.4364758,4829.57,-33.03184,2021-11-10T14:40:47.256Z,482.9,569.76596,2020-12-22T04:08:21.854Z,,2022-01-18T01:23:14.059Z,0.14266591524353453,-2.6950423172916653,,,
axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,77.31,5401486881,34,20867499781.0,438093802,83.38,75.79,-2.520770371005,-3.15778,-171016794.68878078,-3.06894,69888653.32430208,270000000.0,270000000.0,164.9,-53.11844,2021-11-06T19:29:29.482Z,0.123718,62386.0748,2020-11-06T08:05:43.662Z,,2022-01-18T01:22:23.985Z,-0.5458347467316638,-3.1577772752874136,,,
vechain,vet,VeChain,https://assets.coingecko.com/coins/images/1167/large/VeChain-Logo-768x725.png?1547035194,0.076088,5079455564,35,,201691176,0.07804,0.073974,-0.001717987924,-2.20804,-118596541.75762558,-2.28156,66760741299.0,86712634466.0,,0.280991,-72.91526,2021-04-19T01:08:21.675Z,0.00191713,3869.76678,2020-03-13T02:29:59.652Z,,2022-01-18T01:23:14.161Z,0.31068663272118674,-2.2080401841123547,7.222816461308409,eth,722.2816461308408
hedera-hashgraph,hbar,Hedera,https://assets.coingecko.com/coins/images/3688/large/hbar.png?1637045634,0.270774,5043376723,36,,67090140,0.283213,0.266822,-0.006955719708,-2.50449,-133259345.1694622,-2.57425,18631599789.0,50000000000.0,,0.569229,-52.45199,2021-09-15T10:40:28.318Z,0.00986111,2644.6914,2020-01-02T17:30:24.852Z,,2022-01-18T01:22:57.888Z,-0.7444683773912567,-2.5044886741518058,,,
magic-internet-money,mim,Magic Internet Money,https://assets.coingecko.com/coins/images/16786/large/mimlogopng.png?1624979612,1.0,4640833195,37,,444953755,1.01,0.995517,0.00333757,0.33337,14136120.0,0.30553,4619748141.24997,4619748141.24997,,1.04,-3.36135,2021-10-06T13:25:17.751Z,0.919196,9.45015,2021-12-04T05:29:56.806Z,,2022-01-18T01:22:29.065Z,0.08441851493043,0.3333725748824117,,,
filecoin,fil,Filecoin,https://assets.coingecko.com/coins/images/12817/large/filecoin.png?1602753933,29.32,4333524645,39,57786991601.0,288899663,30.06,28.63,-0.733857735481,-2.44149,-113680900.51935005,-2.55623,147799573.0,1970888222.0,1970888222.0,236.84,-87.62005,2021-04-01T13:29:41.564Z,20.06,46.168,2020-12-29T22:32:28.483Z,,2022-01-18T01:22:53.553Z,0.2377898825814941,-2.4414905434522676,,,
compound-ether,ceth,cETH,https://assets.coingecko.com/coins/images/10643/large/ceth2.JPG?1581389598,65.04,4328685474,38,,8289490,66.85,63.21,-1.711839093425,-2.56432,-149551193.1082039,-3.33951,66774286.665025,66774286.665025,,97.75,-33.45905,2021-11-21T12:39:57.508Z,1.89,3348.26184,2020-03-13T02:22:33.711Z,,2022-01-18T01:17:38.203Z,0.3570615392492675,-2.564322683870585,,,
the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1597397942,4.65,4283082473,40,13950298147.0,549209203,4.96,4.55,-0.248027423135,-5.0638,-205384054.1803527,-4.57582,921073319.2233225,3000000000.0,3000000000.0,8.4,-44.62055,2021-11-25T06:04:40.957Z,0.02897764,15947.19907,2020-11-04T15:59:14.441Z,,2022-01-18T01:22:24.369Z,-0.10113300944259884,-5.063801802507414,,,
ethereum-classic,etc,Ethereum Classic,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1547034169,31.81,4211171772,41,6703874982.0,265482155,32.04,30.63,-0.222972629175,-0.69598,-32666208.491739273,-0.76973,132355375.755025,210700000.0,210700000.0,167.09,-80.94078,2021-05-06T18:34:22.133Z,0.615038,5077.75684,2016-07-25T00:00:00.000Z,,2022-01-18T01:23:03.912Z,1.1015007838873259,-0.6959816027883005,69.6981588814734,usd,6969.81588814734
theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,4.0,4000551757,42,,144440379,4.16,3.9,-0.158232952054,-3.80448,-159634320.37481976,-3.83719,1000000000.0,1000000000.0,,15.72,-74.54263,2021-04-16T13:15:11.190Z,0.04039979,9805.56062,2020-03-13T02:24:16.483Z,,2022-01-18T01:22:30.363Z,-0.03440648808928591,-3.8044824263206807,25.672573759669454,usd,2567.2573759669453
monero,xmr,Monero,https://assets.coingecko.com/coins/images/69/large/monero_logo.png?1547033729,215.56,3894596575,43,,194772662,229.66,212.62,-7.155902386852,-3.21306,-134470601.22607803,-3.33751,18064574.4458538,,,542.33,-60.19444,2018-01-09T00:00:00.000Z,0.216177,99760.77306,2015-01-14T00:00:00.000Z,,2022-01-18T01:23:03.815Z,0.030627802748435882,-3.213062254864741,,,
decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,2.93,3885228292,45,6421510720.0,424437370,3.18,2.89,-0.216015553383,-6.87312,-260604012.5773368,-6.28593,1327372145.9864838,2193882527.32015,2193882527.32015,5.85,-49.94976,2021-11-25T10:04:18.534Z,0.00923681,31603.05159,2017-10-31T00:00:00.000Z,,2022-01-18T01:22:11.266Z,-0.25315013388380725,-6.8731156176515205,145.34451523691155,usd,14534.451523691156
elrond-erd-2,egld,Elrond,https://assets.coingecko.com/coins/images/12335/large/elrond3_360.png?1626341589,190.77,3884124111,44,,123876788,195.74,183.26,-2.721249089486,-1.40642,-62654131.812838554,-1.58748,20398144.0,20397843.0,,545.64,-65.06131,2021-11-23T10:33:26.737Z,6.51,2829.90932,2020-10-07T01:44:53.554Z,,2022-01-18T01:22:53.155Z,1.178043179885211,-1.4064164029287902,,,
harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.326787,3787714076,46,4299225572.0,332367346,0.347968,0.307846,-0.020173889262,-5.81445,-240265028.94209862,-5.9649,11590770334.1007,13156044839.793139,13156044839.793139,0.37902,-13.78088,2021-10-26T09:28:49.782Z,0.00127355,25559.57067,2020-03-13T02:24:14.005Z,,2022-01-18T01:21:38.640Z,1.894203183270308,-5.814454832145089,101.9250668374463,usd,10192.50668374463
klay-token,klay,Klaytn,https://assets.coingecko.com/coins/images/9672/large/CjbT82vP_400x400.jpg?1570548320,1.39,3643770123,47,,29182413,1.41,1.38,-0.022811348455,-1.61815,-27755734.205590248,-0.75597,2602562592.4,,,4.34,-68.06752,2021-03-30T03:44:28.828Z,0.06044,2192.40914,2020-04-29T08:19:34.574Z,,2022-01-18T01:22:29.115Z,-1.4883686123400308,-1.618150437668046,,,
tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1547034862,4.1,3583791918,48,,104062791,4.27,4.02,-0.165282194914,-3.87317,-145817756.1191907,-3.90973,873671300.15205,,,9.12,-54.96209,2021-10-04T00:41:18.025Z,0.350476,1071.45973,2018-12-07T00:00:00.000Z,,2022-01-18T01:22:42.261Z,0.4224930017302765,-3.873174646934506,7.727819036126008,usd,772.7819036126009
leo-token,leo,LEO Token,https://assets.coingecko.com/coins/images/8418/large/leo-token.png?1558326215,3.78,3545047704,49,,383508,3.88,3.73,-0.024883050306,-0.65446,-24487576.020310402,-0.68602,937710189.9,985239504.0,,3.95,-4.22408,2021-05-14T13:54:31.192Z,0.799859,372.39337,2019-12-24T15:14:35.376Z,,2022-01-18T01:23:05.766Z,-0.03922519466557544,-0.6544625958585882,,,
helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1612620071,33.07,3325252377,50,7375531985.0,18474508,33.24,31.38,-0.110173989343,-0.33201,-14297749.67630434,-0.42813,100539361.984279,223000000.0,223000000.0,54.88,-39.72008,2021-11-12T23:08:25.301Z,0.113248,29110.17425,2020-04-18T00:19:10.902Z,,2022-01-18T01:21:35.560Z,0.1108478827930835,-0.3320062839324609,,,
iota,miota,IOTA,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1604238557,1.17,3260481451,51,,67211832,1.2,1.12,0.050177,4.46968,137912572.0,4.41664,2779530283.277761,2779530283.0,,5.25,-77.63341,2017-12-19T00:00:00.000Z,0.081637,1338.03388,2020-03-13T02:22:41.168Z,,2022-01-18T01:22:41.997Z,0.37478437064003295,4.469679625572667,19.63741901128412,btc,1963.7419011284119
cdai,cdai,cDAI,https://assets.coingecko.com/coins/images/9281/large/cDAI.png?1576467585,0.02185045,3212302868,52,,1110875,0.02211413,0.02172049,-1.898913e-06,-0.00869,21020773.0,0.65869,146807247886.952,146807247886.952,,0.03159087,-30.77736,2020-10-12T21:29:00.007Z,0.00728854,200.03294,2020-03-18T04:29:40.819Z,,2022-01-18T01:22:39.585Z,-0.05041024638555607,-0.00868974169158829,,,
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,236.34,3181233023,53,3775496897.0,326361293,241.42,222.22,-5.082205928135,-2.10511,-79701135.32184553,-2.44412,13481597.194461234,16000000.0,16000000.0,661.69,-64.32058,2021-05-18T21:19:59.514Z,26.02,807.22001,2020-11-05T09:20:11.928Z,,2022-01-18T01:23:07.017Z,2.5322085605731703,-2.105106588841078,,,
compound-usd-coin,cusdc,cUSDC,https://assets.coingecko.com/coins/images/9442/large/Compound_USDC.png?1567581577,0.02249156,2985649591,54,,4113689,0.02276504,0.02235126,4.378e-05,0.19505,54259056.0,1.85097,132576083344.463,132576083344.463,,0.058843,-61.74703,2020-10-21T11:24:27.820Z,0.00620705,262.64149,2021-03-04T08:11:37.438Z,,2022-01-18T01:23:07.877Z,0.013257885445003774,0.19504991299497973,,,
pancakeswap-token,cake,PancakeSwap,https://assets.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1629359065,11.38,2950326360,55,,148680849,12.04,11.11,-0.54561694873,-4.57585,-140447854.35942745,-4.5441,259344598.278036,,,43.96,-74.11956,2021-04-30T10:08:22.934Z,0.194441,5751.78078,2020-11-03T14:29:34.165Z,,2022-01-18T01:22:16.645Z,0.5918006551821337,-4.575845191026351,,,
the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,0.552944,2905653453,56,5530530681.0,87716670,0.58136,0.539854,-0.026545649213,-4.58087,-142297429.03691053,-4.66863,5253842029.0,10000000000.0,10000000000.0,2.84,-80.53653,2021-02-12T07:28:45.775Z,0.103254,435.62447,2020-12-17T21:28:41.332Z,,2022-01-18T01:23:03.685Z,0.28348245882332807,-4.580868661300469,,,
eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1547034481,2.87,2818284305,57,,341384511,2.9,2.78,-0.014972732839,-0.51846,-14248535.902265072,-0.50303,981186405.3413,,,22.71,-87.34878,2018-04-29T07:50:33.540Z,0.5024,471.90537,2017-10-23T00:00:00.000Z,,2022-01-18T01:23:21.657Z,0.5432723198817117,-0.5184642475784151,1.9019474812687385,usd,190.19474812687383
osmosis,osmo,Osmosis,https://assets.coingecko.com/coins/images/16724/large/osmo.png?1632763885,9.88,2710583790,58,9883796978.0,118018669,10.75,9.68,-0.7117758077,-6.71767,-186492400.33873987,-6.43726,274245191.0,325000000.0,1000000000.0,10.96,-9.87863,2022-01-17T00:50:05.775Z,1.24,699.4434,2021-07-20T10:21:24.662Z,,2022-01-18T01:17:38.516Z,0.4032632276672707,-6.71767182457384,,,
bittorrent-2,btt,BitTorrent,https://assets.coingecko.com/coins/images/7595/large/BTT_Token_Graphic.png?1555066995,0.00277699,2589632301,59,,19861068,0.00283921,0.0026039,4.396e-05,1.60838,45077503.0,1.77153,932497500000.0,990000000000.0,,0.01356626,-79.52942,2021-04-05T04:09:06.433Z,0.00013814,1910.30482,2020-03-13T02:22:57.629Z,,2022-01-18T01:22:26.558Z,0.02073791530510034,1.608383253682906,22.14155668027166,usd,2214.155668027166
arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,47.39,2379786801,60,3134516551.0,46964992,49.29,45.35,-1.787775690635,-3.63513,-90038636.48543453,-3.64555,50108502.0,64598643.0,66000000.0,89.24,-46.85234,2021-11-05T04:14:42.689Z,0.298788,15772.93706,2020-01-31T06:47:36.543Z,,2022-01-18T01:22:55.421Z,-1.3845420479448964,-3.6351262339857637,63.044312490832624,usd,6304.431249083262
flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1631696776,7.45,2372661180,61,,44032296,7.62,7.35,-0.157957097548,-2.0766,-50983616.54979944,-2.10359,318082398.0,1393082413.50733,,42.4,-82.432,2021-04-05T13:49:10.098Z,4.95,50.47131,2021-01-27T15:34:04.000Z,,2022-01-18T01:22:47.994Z,0.038457734543496616,-2.0766016994981693,,,
kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,260.44,2338986385,62,2604633452.0,57886795,274.79,255.48,-14.210333440256,-5.17401,-129100464.88551378,-5.23079,8980098.074112339,10000000.0,10000000.0,621.71,-58.10136,2021-05-18T05:04:41.858Z,0.876572,29616.4314,2020-01-14T19:20:20.768Z,,2022-01-18T01:22:54.208Z,-0.09539870046527374,-5.174013367169098,,,
gala,gala,Gala,https://assets.coingecko.com/coins/images/12493/large/GALA-COINGECKO.png?1600233435,0.307657,2320095159,63,15380153884.0,367399960,0.326868,0.301635,-0.01677966124,-5.17194,-123828992.39642382,-5.06681,7542496572.319239,36647573102.9896,50000000000.0,0.824837,-62.70739,2021-11-26T01:03:48.731Z,0.00013475,228178.00354,2020-12-28T08:46:48.367Z,,2022-01-18T01:23:06.055Z,0.6234800167710146,-5.171939807193315,,,
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/frax_logo.png?1608476506,0.999433,2220031431,64,2220031431.0,61499292,1.01,0.989775,0.00130256,0.1305,65868743.0,3.05774,2220998324.06825,2220998324.06825,2220998324.06825,1.14,-12.35359,2021-02-07T12:55:35.766Z,0.891635,12.10465,2021-12-04T05:33:57.315Z,,2022-01-18T01:22:45.903Z,-0.20226408904885518,0.13050051226844978,,,
enjincoin,enj,Enjin Coin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,2.35,2193490034,65,2347634144.0,130056032,2.53,2.3,-0.146011625286,-5.8545,-131425389.33720064,-5.65291,934340659.567558,1000000000.0,1000000000.0,4.82,-51.2716,2021-11-25T09:53:41.955Z,0.01865964,12485.36394,2017-11-12T00:00:00.000Z,,2022-01-18T01:22:31.519Z,0.25155896369054837,-5.854498468086664,,,
blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,2.06,2172069136,66,,57720643,2.18,2.05,-0.088907914477,-4.12906,-103797632.60485744,-4.5608,1052561461.68777,1818000000.0,,3.39,-39.10976,2021-12-01T01:32:34.725Z,0.04559639,4426.58107,2020-03-13T02:29:26.415Z,,2022-01-18T01:22:46.448Z,-1.57100640832372,-4.129061585180671,16.202627880452866,usd,1620.2627880452867
radix,xrd,Radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1629701658,0.222411,2164925388,67,5331029869.0,1001640,0.243225,0.212453,-0.020122934988,-8.29696,-201634595.61767197,-8.52016,9746373700.231,12146350592.7298,24000000000.0,0.651264,-65.84932,2021-11-14T16:09:27.130Z,0.086235,157.91184,2021-09-13T04:50:07.104Z,,2022-01-18T01:18:47.971Z,0.8679968880376696,-8.29695767278865,,,
